date,dew,temp,press,wnd_spd,snow,rain,pollution
2010-06-19 15:00:00,19,32.0,1002.0,8.5,0,0,99.0
2010-06-19 16:00:00,19,31.0,1002.0,12.52,0,0,82.0
2010-06-19 17:00:00,19,31.0,1002.0,16.54,0,0,80.0
2010-06-19 18:00:00,19,28.0,1003.0,19.67,0,0,78.0
2010-06-19 19:00:00,20,27.0,1003.0,21.46,0,0,83.0
2010-06-19 20:00:00,21,26.0,1004.0,23.25,0,0,92.0
2010-06-19 21:00:00,21,24.0,1005.0,0.89,0,0,104.0
2010-06-19 22:00:00,21,24.0,1005.0,1.78,0,0,116.0
2010-06-19 23:00:00,21,24.0,1006.0,2.67,0,0,117.0
2010-06-20 00:00:00,21,24.0,1006.0,3.56,0,0,205.0
2010-06-20 01:00:00,20,22.0,1006.0,0.89,0,0,202.0
2010-06-20 02:00:00,20,22.0,1006.0,1.79,0,0,227.0
2010-06-20 03:00:00,20,22.0,1007.0,4.92,0,0,240.0
2010-06-20 04:00:00,19,21.0,1007.0,8.05,0,0,124.0
2010-06-20 05:00:00,19,21.0,1007.0,9.84,0,0,77.0
2010-06-20 06:00:00,19,24.0,1008.0,12.97,0,0,95.0
2010-06-20 07:00:00,19,25.0,1009.0,16.99,0,0,99.0
2010-06-20 08:00:00,18,27.0,1009.0,20.12,0,0,0.0
2010-06-20 09:00:00,17,29.0,1009.0,25.04,0,0,0.0
2010-06-20 10:00:00,15,30.0,1010.0,4.92,0,0,48.0
2010-06-20 11:00:00,14,32.0,1009.0,3.13,0,0,21.0
2010-06-20 12:00:00,10,33.0,1009.0,4.92,0,0,15.0
2010-06-20 13:00:00,11,34.0,1007.0,0.89,0,0,11.0
2010-06-20 14:00:00,10,34.0,1007.0,3.13,0,0,11.0
2010-06-20 15:00:00,12,34.0,1006.0,1.79,0,0,10.0
2010-06-20 16:00:00,10,35.0,1006.0,3.58,0,0,10.0
2010-06-20 17:00:00,16,33.0,1005.0,5.81,0,0,49.0
2010-06-20 18:00:00,16,32.0,1005.0,10.73,0,0,49.0
2010-06-20 19:00:00,17,30.0,1005.0,16.54,0,0,41.0
2010-06-20 20:00:00,17,28.0,1005.0,21.46,0,0,71.0
2010-06-20 21:00:00,15,27.0,1006.0,26.38,0,0,62.0
2010-06-20 22:00:00,15,26.0,1006.0,31.3,0,0,48.0
2010-06-20 23:00:00,15,25.0,1006.0,36.22,0,0,70.0
2010-06-21 00:00:00,15,24.0,1006.0,40.24,0,0,61.0
2010-06-21 01:00:00,15,22.0,1006.0,43.37,0,0,62.0
2010-06-21 02:00:00,14,20.0,1006.0,0.89,0,0,66.0
2010-06-21 03:00:00,14,20.0,1006.0,1.78,0,0,63.0
2010-06-21 04:00:00,14,20.0,1006.0,2.67,0,0,55.0
2010-06-21 05:00:00,14,19.0,1006.0,3.56,0,0,42.0
2010-06-21 06:00:00,15,20.0,1006.0,0.89,0,0,48.0
2010-06-21 07:00:00,13,23.0,1006.0,0.89,0,0,52.0
2010-06-21 08:00:00,13,24.0,1006.0,1.79,0,0,59.0
2010-06-21 09:00:00,14,25.0,1005.0,3.58,0,0,63.0
2010-06-21 10:00:00,15,25.0,1005.0,5.37,0,0,64.0
2010-06-21 11:00:00,15,28.0,1004.0,1.79,0,0,86.0
2010-06-21 12:00:00,16,28.0,1004.0,0.89,0,0,85.0
2010-06-21 13:00:00,17,30.0,1003.0,1.78,0,0,91.0
2010-06-21 14:00:00,16,30.0,1003.0,3.13,0,0,85.0
2010-06-21 15:00:00,16,30.0,1002.0,1.79,0,0,89.0
2010-06-21 16:00:00,17,30.0,1001.0,4.02,0,0,78.0
2010-06-21 17:00:00,14,31.0,1001.0,5.81,0,0,64.0
2010-06-21 18:00:00,15,31.0,1001.0,3.13,0,0,69.0
2010-06-21 19:00:00,16,29.0,1001.0,1.79,0,0,92.0
2010-06-21 20:00:00,17,28.0,1001.0,1.79,0,0,89.0
2010-06-21 21:00:00,18,27.0,1001.0,3.58,0,0,79.0
2010-06-21 22:00:00,18,26.0,1001.0,4.92,0,0,107.0
2010-06-21 23:00:00,18,26.0,1002.0,6.71,0,1,132.0
2010-06-22 00:00:00,18,26.0,1002.0,1.79,0,0,124.0
2010-06-22 01:00:00,19,25.0,1002.0,1.79,0,1,117.0
2010-06-22 02:00:00,19,24.0,1001.0,1.79,0,0,122.0
2010-06-22 03:00:00,19,25.0,1001.0,1.79,0,0,121.0
2010-06-22 04:00:00,18,25.0,1001.0,4.92,0,0,135.0
2010-06-22 05:00:00,19,23.0,1002.0,1.79,0,0,140.0
2010-06-22 06:00:00,20,25.0,1003.0,0.45,0,0,122.0
2010-06-22 07:00:00,20,27.0,1003.0,1.34,0,0,131.0
2010-06-22 08:00:00,20,28.0,1004.0,2.23,0,0,135.0
2010-06-22 09:00:00,20,29.0,1004.0,4.02,0,0,136.0
2010-06-22 10:00:00,19,29.0,1005.0,5.81,0,0,0.0
2010-06-22 11:00:00,19,30.0,1005.0,11.62,0,0,0.0
2010-06-22 12:00:00,17,30.0,1006.0,13.41,0,0,0.0
2010-06-22 13:00:00,16,29.0,1006.0,20.56,0,0,0.0
2010-06-22 14:00:00,15,29.0,1005.0,26.37,0,0,0.0
2010-06-22 15:00:00,16,30.0,1005.0,31.29,0,0,0.0
2010-06-22 16:00:00,15,29.0,1005.0,36.21,0,0,0.0
2010-06-22 17:00:00,15,29.0,1006.0,41.13,0,0,0.0
2010-06-22 18:00:00,16,28.0,1006.0,45.15,0,0,0.0
2010-06-22 19:00:00,15,26.0,1007.0,49.17,0,0,0.0
2010-06-22 20:00:00,14,25.0,1008.0,52.3,0,0,0.0
2010-06-22 21:00:00,13,24.0,1009.0,56.32,0,0,0.0
2010-06-22 22:00:00,13,24.0,1009.0,59.45,0,0,0.0
2010-06-22 23:00:00,14,23.0,1009.0,0.89,0,0,0.0
2010-06-23 00:00:00,13,23.0,1010.0,1.79,0,0,0.0
2010-06-23 01:00:00,10,23.0,1011.0,5.81,0,0,0.0
2010-06-23 02:00:00,12,22.0,1011.0,6.7,0,0,0.0
2010-06-23 03:00:00,12,21.0,1011.0,8.49,0,0,0.0
2010-06-23 04:00:00,13,20.0,1011.0,9.38,0,0,0.0
2010-06-23 05:00:00,13,19.0,1011.0,0.89,0,0,0.0
2010-06-23 06:00:00,14,22.0,1011.0,0.89,0,0,0.0
2010-06-23 07:00:00,10,23.0,1011.0,1.78,0,0,0.0
2010-06-23 08:00:00,8,24.0,1011.0,2.67,0,0,0.0
2010-06-23 09:00:00,8,27.0,1011.0,3.56,0,0,0.0
2010-06-23 10:00:00,8,28.0,1011.0,4.45,0,0,136.0
2010-06-23 11:00:00,9,29.0,1011.0,4.02,0,0,48.0
2010-06-23 12:00:00,9,30.0,1010.0,7.15,0,0,48.0
2010-06-23 13:00:00,10,30.0,1009.0,11.17,0,0,42.0
2010-06-23 14:00:00,10,31.0,1008.0,15.19,0,0,39.0
2010-06-23 15:00:00,10,31.0,1008.0,19.21,0,0,35.0
2010-06-23 16:00:00,11,31.0,1007.0,23.23,0,0,40.0
2010-06-23 17:00:00,11,30.0,1007.0,26.36,0,0,48.0
2010-06-23 18:00:00,11,29.0,1007.0,29.49,0,0,55.0
2010-06-23 19:00:00,12,27.0,1007.0,31.28,0,0,62.0
2010-06-23 20:00:00,12,26.0,1007.0,0.89,0,0,61.0
2010-06-23 21:00:00,13,26.0,1008.0,3.13,0,0,66.0
2010-06-23 22:00:00,13,26.0,1009.0,6.26,0,0,68.0
2010-06-23 23:00:00,11,25.0,1009.0,11.18,0,0,69.0
2010-06-24 00:00:00,12,23.0,1009.0,14.31,0,0,54.0
2010-06-24 01:00:00,13,21.0,1009.0,16.1,0,0,78.0
2010-06-24 02:00:00,14,21.0,1009.0,19.23,0,0,63.0
2010-06-24 03:00:00,14,20.0,1009.0,21.02,0,0,69.0
2010-06-24 04:00:00,14,19.0,1009.0,22.81,0,0,76.0
2010-06-24 05:00:00,14,17.0,1009.0,0.89,0,0,68.0
2010-06-24 06:00:00,16,21.0,1010.0,0.45,0,0,100.0
2010-06-24 07:00:00,15,23.0,1010.0,1.34,0,0,109.0
2010-06-24 08:00:00,15,23.0,1010.0,2.23,0,0,120.0
2010-06-24 09:00:00,13,26.0,1009.0,3.12,0,0,104.0
2010-06-24 10:00:00,13,27.0,1009.0,1.79,0,0,104.0
2010-06-24 11:00:00,13,28.0,1009.0,4.92,0,0,106.0
2010-06-24 12:00:00,12,31.0,1008.0,8.05,0,0,96.0
2010-06-24 13:00:00,12,31.0,1007.0,11.18,0,0,70.0
2010-06-24 14:00:00,11,32.0,1007.0,14.31,0,0,49.0
2010-06-24 15:00:00,12,32.0,1006.0,18.33,0,0,49.0
2010-06-24 16:00:00,12,33.0,1006.0,22.35,0,0,38.0
2010-06-24 17:00:00,11,33.0,1006.0,1.79,0,0,48.0
2010-06-24 18:00:00,11,32.0,1006.0,4.02,0,0,57.0
2010-06-24 19:00:00,12,29.0,1006.0,7.15,0,0,60.0
2010-06-24 20:00:00,11,29.0,1006.0,10.28,0,0,64.0
2010-06-24 21:00:00,14,27.0,1007.0,13.41,0,0,81.0
2010-06-24 22:00:00,15,25.0,1008.0,15.2,0,0,83.0
2010-06-24 23:00:00,14,23.0,1008.0,0.89,0,0,98.0
2010-06-25 00:00:00,15,23.0,1009.0,1.79,0,0,114.0
2010-06-25 01:00:00,15,22.0,1008.0,3.58,0,0,169.0
2010-06-25 02:00:00,15,22.0,1008.0,5.37,0,0,231.0
2010-06-25 03:00:00,15,21.0,1009.0,7.16,0,0,214.0
2010-06-25 04:00:00,16,21.0,1009.0,0.45,0,0,188.0
2010-06-25 05:00:00,16,19.0,1009.0,0.89,0,0,165.0
2010-06-25 06:00:00,18,22.0,1010.0,0.45,0,0,191.0
2010-06-25 07:00:00,17,23.0,1010.0,1.34,0,0,149.0
2010-06-25 08:00:00,17,24.0,1010.0,2.23,0,0,140.0
2010-06-25 09:00:00,16,25.0,1010.0,1.79,0,0,149.0
2010-06-25 10:00:00,16,26.0,1009.0,3.58,0,0,151.0
2010-06-25 11:00:00,15,28.0,1009.0,1.79,0,0,159.0
2010-06-25 12:00:00,15,29.0,1008.0,3.58,0,0,166.0
2010-06-25 13:00:00,14,31.0,1007.0,5.37,0,0,136.0
2010-06-25 14:00:00,15,32.0,1007.0,3.13,0,0,116.0
2010-06-25 15:00:00,14,31.0,1007.0,7.15,0,0,118.0
2010-06-25 16:00:00,14,31.0,1006.0,11.17,0,0,107.0
2010-06-25 17:00:00,15,31.0,1006.0,14.3,0,0,171.0
2010-06-25 18:00:00,15,30.0,1006.0,16.09,0,0,170.0
2010-06-25 19:00:00,16,28.0,1006.0,19.22,0,0,150.0
2010-06-25 20:00:00,16,28.0,1006.0,22.35,0,0,131.0
2010-06-25 21:00:00,18,26.0,1007.0,25.48,0,0,195.0
2010-06-25 22:00:00,17,25.0,1008.0,27.27,0,0,215.0
2010-06-25 23:00:00,17,24.0,1008.0,29.06,0,0,227.0
2010-06-26 00:00:00,17,24.0,1007.0,0.89,0,0,190.0
2010-06-26 01:00:00,17,23.0,1007.0,1.78,0,0,207.0
2010-06-26 02:00:00,18,22.0,1008.0,0.89,0,0,204.0
2010-06-26 03:00:00,17,22.0,1008.0,4.02,0,0,251.0
2010-06-26 04:00:00,18,22.0,1008.0,5.81,0,0,252.0
2010-06-26 05:00:00,18,21.0,1008.0,7.6,0,0,238.0
2010-06-26 06:00:00,18,21.0,1008.0,8.49,0,0,224.0
2010-06-26 07:00:00,18,23.0,1008.0,0.89,0,0,211.0
2010-06-26 08:00:00,18,24.0,1009.0,1.78,0,0,205.0
2010-06-26 09:00:00,17,25.0,1008.0,1.79,0,0,209.0
2010-06-26 10:00:00,17,27.0,1008.0,1.79,0,0,205.0
2010-06-26 11:00:00,17,28.0,1007.0,1.79,0,0,184.0
2010-06-26 12:00:00,17,30.0,1006.0,4.92,0,0,160.0
2010-06-26 13:00:00,17,30.0,1006.0,8.05,0,0,150.0
2010-06-26 14:00:00,17,31.0,1005.0,3.13,0,0,160.0
2010-06-26 15:00:00,17,32.0,1005.0,3.13,0,0,152.0
2010-06-26 16:00:00,16,31.0,1005.0,6.26,0,0,149.0
2010-06-26 17:00:00,16,31.0,1004.0,9.39,0,0,133.0
2010-06-26 18:00:00,15,30.0,1004.0,13.41,0,0,115.0
2010-06-26 19:00:00,15,29.0,1004.0,16.54,0,0,127.0
2010-06-26 20:00:00,16,27.0,1005.0,19.67,0,0,119.0
2010-06-26 21:00:00,14,26.0,1005.0,23.69,0,0,124.0
2010-06-26 22:00:00,14,25.0,1006.0,26.82,0,0,102.0
2010-06-26 23:00:00,14,24.0,1006.0,28.61,0,0,91.0
2010-06-27 00:00:00,14,23.0,1006.0,30.4,0,0,92.0
2010-06-27 01:00:00,13,23.0,1006.0,32.19,0,0,97.0
2010-06-27 02:00:00,12,22.0,1006.0,33.98,0,0,100.0
2010-06-27 03:00:00,13,22.0,1006.0,35.77,0,0,97.0
2010-06-27 04:00:00,14,22.0,1006.0,37.56,0,0,80.0
2010-06-27 05:00:00,15,22.0,1006.0,0.45,0,0,94.0
2010-06-27 06:00:00,17,21.0,1006.0,3.13,0,1,121.0
2010-06-27 07:00:00,16,22.0,1006.0,0.89,0,0,153.0
2010-06-27 08:00:00,14,24.0,1006.0,1.78,0,0,133.0
2010-06-27 09:00:00,16,25.0,1005.0,3.13,0,0,163.0
2010-06-27 10:00:00,16,27.0,1005.0,0.89,0,0,153.0
2010-06-27 11:00:00,14,27.0,1004.0,2.68,0,0,139.0
2010-06-27 12:00:00,15,29.0,1004.0,1.79,0,0,131.0
2010-06-27 13:00:00,15,29.0,1003.0,1.79,0,0,120.0
2010-06-27 14:00:00,15,30.0,1002.0,3.13,0,0,118.0
2010-06-27 15:00:00,14,32.0,1001.0,8.05,0,0,117.0
2010-06-27 16:00:00,16,32.0,1001.0,12.97,0,0,111.0
2010-06-27 17:00:00,16,31.0,1001.0,16.99,0,0,117.0
2010-06-27 18:00:00,16,30.0,1004.0,4.92,0,0,116.0
2010-06-27 19:00:00,19,26.0,1002.0,4.92,0,1,131.0
2010-06-27 20:00:00,20,25.0,1002.0,8.05,0,2,118.0
2010-06-27 21:00:00,18,24.0,1003.0,4.92,0,0,121.0
2010-06-27 22:00:00,19,24.0,1002.0,4.92,0,0,112.0
2010-06-27 23:00:00,18,26.0,1002.0,8.05,0,0,97.0
2010-06-28 00:00:00,19,23.0,1002.0,0.89,0,0,111.0
2010-06-28 01:00:00,19,23.0,1002.0,1.79,0,0,126.0
2010-06-28 02:00:00,19,22.0,1002.0,1.79,0,0,151.0
2010-06-28 03:00:00,19,22.0,1002.0,0.89,0,0,140.0
2010-06-28 04:00:00,19,21.0,1002.0,1.79,0,0,134.0
2010-06-28 05:00:00,19,21.0,1002.0,3.13,0,0,118.0
2010-06-28 06:00:00,19,21.0,1002.0,4.92,0,0,124.0
2010-06-28 07:00:00,20,23.0,1002.0,8.05,0,0,112.0
2010-06-28 08:00:00,19,25.0,1002.0,9.84,0,0,101.0
2010-06-28 09:00:00,19,26.0,1002.0,0.89,0,0,131.0
2010-06-28 10:00:00,18,27.0,1002.0,1.78,0,0,137.0
2010-06-28 11:00:00,19,29.0,1002.0,3.57,0,0,166.0
2010-06-28 12:00:00,18,30.0,1002.0,3.13,0,0,152.0
2010-06-28 13:00:00,18,30.0,1001.0,6.26,0,0,153.0
2010-06-28 14:00:00,18,31.0,1001.0,10.28,0,0,164.0
2010-06-28 15:00:00,19,32.0,1001.0,14.3,0,0,174.0
2010-06-28 16:00:00,19,31.0,1001.0,18.32,0,0,159.0
2010-06-28 17:00:00,18,31.0,1001.0,22.34,0,0,174.0
2010-06-28 18:00:00,19,30.0,1001.0,25.47,0,0,189.0
2010-06-28 19:00:00,19,29.0,1001.0,28.6,0,0,198.0
2010-06-28 20:00:00,20,28.0,1002.0,31.73,0,0,184.0
2010-06-28 21:00:00,20,27.0,1002.0,33.52,0,0,194.0
2010-06-28 22:00:00,20,26.0,1003.0,35.31,0,0,200.0
2010-06-28 23:00:00,19,26.0,1003.0,38.44,0,0,190.0
2010-06-29 00:00:00,19,25.0,1003.0,40.23,0,0,196.0
2010-06-29 01:00:00,20,24.0,1003.0,42.02,0,0,228.0
2010-06-29 02:00:00,20,24.0,1003.0,43.81,0,0,199.0
2010-06-29 03:00:00,19,23.0,1003.0,45.6,0,0,201.0
2010-06-29 04:00:00,19,22.0,1003.0,0.45,0,0,215.0
2010-06-29 05:00:00,19,22.0,1003.0,0.89,0,0,247.0
2010-06-29 06:00:00,20,22.0,1004.0,1.78,0,0,249.0
2010-06-29 07:00:00,20,23.0,1004.0,0.89,0,0,198.0
2010-06-29 08:00:00,20,25.0,1004.0,1.78,0,0,201.0
2010-06-29 09:00:00,20,26.0,1004.0,2.67,0,0,211.0
2010-06-29 10:00:00,20,27.0,1004.0,3.56,0,0,181.0
2010-06-29 11:00:00,20,30.0,1004.0,5.35,0,0,184.0
2010-06-29 12:00:00,18,31.0,1003.0,3.13,0,0,172.0
2010-06-29 13:00:00,18,31.0,1003.0,6.26,0,0,134.0
2010-06-29 14:00:00,18,32.0,1002.0,9.39,0,0,153.0
2010-06-29 15:00:00,19,32.0,1002.0,12.52,0,0,170.0
2010-06-29 16:00:00,19,32.0,1002.0,16.54,0,0,194.0
2010-06-29 17:00:00,19,31.0,1001.0,19.67,0,0,196.0
2010-06-29 18:00:00,20,31.0,1002.0,21.46,0,0,175.0
2010-06-29 19:00:00,20,30.0,1002.0,23.25,0,0,166.0
2010-06-29 20:00:00,20,29.0,1002.0,26.38,0,0,174.0
2010-06-29 21:00:00,21,28.0,1003.0,0.89,0,0,158.0
2010-06-29 22:00:00,21,27.0,1003.0,0.89,0,0,153.0
2010-06-29 23:00:00,20,27.0,1003.0,4.02,0,0,170.0
2010-06-30 00:00:00,20,26.0,1003.0,7.15,0,0,188.0
2010-06-30 01:00:00,21,26.0,1003.0,8.94,0,0,155.0
2010-06-30 02:00:00,20,25.0,1004.0,10.73,0,0,158.0
2010-06-30 03:00:00,20,25.0,1003.0,12.52,0,0,154.0
2010-06-30 04:00:00,19,25.0,1003.0,0.89,0,0,160.0
2010-06-30 05:00:00,20,24.0,1003.0,1.34,0,0,175.0
2010-06-30 06:00:00,20,24.0,1003.0,0.89,0,0,172.0
2010-06-30 07:00:00,20,24.0,1004.0,0.89,0,0,197.0
2010-06-30 08:00:00,20,25.0,1004.0,1.79,0,0,205.0
2010-06-30 09:00:00,20,25.0,1004.0,3.58,0,0,195.0
2010-06-30 10:00:00,20,26.0,1004.0,5.37,0,0,164.0
2010-06-30 11:00:00,20,26.0,1004.0,0.89,0,0,159.0
2010-06-30 12:00:00,20,27.0,1003.0,1.78,0,0,156.0
2010-06-30 13:00:00,19,28.0,1003.0,3.13,0,0,162.0
2010-06-30 14:00:00,20,28.0,1002.0,6.26,0,0,152.0
2010-06-30 15:00:00,20,29.0,1002.0,8.05,0,0,150.0
2010-06-30 16:00:00,19,29.0,1002.0,11.18,0,0,159.0
2010-06-30 17:00:00,20,29.0,1001.0,12.97,0,0,154.0
2010-06-30 18:00:00,20,28.0,1001.0,14.76,0,0,174.0
2010-06-30 19:00:00,20,28.0,1001.0,15.65,0,0,184.0
2010-06-30 20:00:00,20,26.0,1001.0,17.44,0,0,230.0
2010-06-30 21:00:00,21,26.0,1002.0,19.23,0,0,235.0
2010-06-30 22:00:00,21,26.0,1002.0,21.02,0,0,203.0
2010-06-30 23:00:00,21,25.0,1002.0,0.89,0,0,219.0
2010-07-01 00:00:00,21,25.0,1002.0,1.79,0,0,209.0
2010-07-01 01:00:00,21,25.0,1001.0,3.58,0,0,198.0
2010-07-01 02:00:00,22,25.0,1001.0,5.37,0,0,203.0
2010-07-01 03:00:00,22,25.0,1000.0,7.16,0,0,241.0
2010-07-01 04:00:00,22,25.0,1000.0,8.95,0,0,239.0
2010-07-01 05:00:00,22,24.0,1000.0,12.08,0,0,225.0
2010-07-01 06:00:00,22,24.0,1000.0,15.21,0,0,204.0
2010-07-01 07:00:00,22,24.0,1001.0,0.89,0,0,163.0
2010-07-01 08:00:00,22,24.0,1001.0,1.79,0,0,174.0
2010-07-01 09:00:00,21,24.0,1001.0,3.58,0,1,154.0
2010-07-01 10:00:00,22,23.0,1001.0,0.89,0,2,150.0
2010-07-01 11:00:00,22,23.0,1001.0,3.13,0,3,126.0
2010-07-01 12:00:00,22,24.0,1000.0,0.89,0,4,121.0
2010-07-01 13:00:00,22,24.0,1000.0,3.13,0,5,124.0
2010-07-01 14:00:00,22,24.0,1000.0,7.15,0,6,121.0
2010-07-01 15:00:00,22,25.0,1000.0,11.17,0,7,92.0
2010-07-01 16:00:00,21,24.0,1000.0,3.13,0,8,38.0
2010-07-01 17:00:00,19,23.0,1000.0,7.15,0,0,28.0
2010-07-01 18:00:00,20,23.0,1000.0,4.02,0,0,46.0
2010-07-01 19:00:00,20,24.0,1000.0,7.15,0,0,32.0
2010-07-01 20:00:00,20,24.0,1000.0,11.17,0,0,40.0
2010-07-01 21:00:00,20,23.0,1000.0,1.79,0,0,36.0
2010-07-01 22:00:00,20,22.0,1000.0,3.13,0,0,27.0
2010-07-01 23:00:00,19,22.0,1000.0,4.92,0,0,37.0
2010-07-02 00:00:00,19,23.0,1000.0,8.05,0,0,46.0
2010-07-02 01:00:00,20,22.0,1000.0,12.07,0,0,43.0
2010-07-02 02:00:00,19,22.0,1000.0,16.09,0,0,37.0
2010-07-02 03:00:00,18,21.0,999.0,19.22,0,0,40.0
2010-07-02 04:00:00,19,21.0,1000.0,23.24,0,0,45.0
2010-07-02 05:00:00,18,20.0,1000.0,28.16,0,0,17.0
2010-07-02 06:00:00,19,21.0,1000.0,29.95,0,0,11.0
2010-07-02 07:00:00,20,23.0,1000.0,31.74,0,0,17.0
2010-07-02 08:00:00,19,25.0,1001.0,35.76,0,0,20.0
2010-07-02 09:00:00,19,27.0,1001.0,3.13,0,0,29.0
2010-07-02 10:00:00,18,30.0,1000.0,0.89,0,0,34.0
2010-07-02 11:00:00,18,32.0,1000.0,2.68,0,0,40.0
2010-07-02 12:00:00,16,34.0,1000.0,4.47,0,0,23.0
2010-07-02 13:00:00,15,35.0,999.0,6.26,0,0,17.0
2010-07-02 14:00:00,14,36.0,999.0,8.05,0,0,14.0
2010-07-02 15:00:00,13,37.0,999.0,3.13,0,0,12.0
2010-07-02 16:00:00,12,37.0,998.0,1.79,0,0,13.0
2010-07-02 17:00:00,11,37.0,998.0,4.92,0,0,14.0
2010-07-02 18:00:00,13,36.0,998.0,5.81,0,0,15.0
2010-07-02 19:00:00,16,33.0,999.0,4.92,0,0,31.0
2010-07-02 20:00:00,16,31.0,999.0,8.94,0,0,34.0
2010-07-02 21:00:00,17,29.0,1000.0,12.07,0,0,35.0
2010-07-02 22:00:00,18,28.0,1000.0,0.89,0,0,33.0
2010-07-02 23:00:00,19,26.0,1000.0,1.78,0,0,41.0
2010-07-03 00:00:00,19,25.0,1001.0,0.89,0,0,34.0
2010-07-03 01:00:00,20,25.0,1000.0,0.89,0,0,43.0
2010-07-03 02:00:00,20,24.0,1000.0,1.78,0,0,54.0
2010-07-03 03:00:00,20,24.0,1000.0,0.89,0,0,73.0
2010-07-03 04:00:00,21,23.0,1000.0,0.89,0,0,94.0
2010-07-03 05:00:00,20,24.0,1001.0,0.89,0,0,90.0
2010-07-03 06:00:00,20,25.0,1001.0,0.89,0,0,55.0
2010-07-03 07:00:00,21,27.0,1002.0,1.78,0,0,50.0
2010-07-03 08:00:00,22,28.0,1002.0,2.67,0,0,73.0
2010-07-03 09:00:00,21,29.0,1001.0,1.79,0,0,77.0
2010-07-03 10:00:00,20,31.0,1001.0,1.79,0,0,89.0
2010-07-03 11:00:00,20,33.0,1001.0,1.79,0,0,93.0
2010-07-03 12:00:00,20,35.0,1000.0,1.79,0,0,100.0
2010-07-03 13:00:00,19,36.0,1000.0,3.13,0,0,95.0
2010-07-03 14:00:00,17,37.0,999.0,6.26,0,0,88.0
2010-07-03 15:00:00,16,37.0,998.0,9.39,0,0,85.0
2010-07-03 16:00:00,16,38.0,998.0,13.41,0,0,68.0
2010-07-03 17:00:00,17,37.0,998.0,17.43,0,0,72.0
2010-07-03 18:00:00,17,37.0,998.0,20.56,0,0,57.0
2010-07-03 19:00:00,17,34.0,998.0,22.35,0,0,48.0
2010-07-03 20:00:00,17,33.0,998.0,23.24,0,0,37.0
2010-07-03 21:00:00,18,30.0,999.0,25.03,0,0,67.0
2010-07-03 22:00:00,20,30.0,999.0,26.82,0,0,54.0
2010-07-03 23:00:00,21,30.0,1000.0,30.84,0,0,59.0
2010-07-04 00:00:00,22,29.0,1000.0,34.86,0,0,79.0
2010-07-04 01:00:00,21,28.0,1000.0,0.89,0,0,94.0
2010-07-04 02:00:00,21,27.0,1000.0,1.79,0,0,127.0
2010-07-04 03:00:00,21,27.0,1000.0,1.79,0,0,153.0
2010-07-04 04:00:00,20,26.0,1000.0,0.89,0,0,168.0
2010-07-04 05:00:00,20,26.0,1000.0,1.78,0,0,161.0
2010-07-04 06:00:00,21,26.0,1001.0,0.89,0,0,145.0
2010-07-04 07:00:00,21,28.0,1001.0,0.89,0,0,127.0
2010-07-04 08:00:00,20,29.0,1001.0,1.79,0,0,119.0
2010-07-04 09:00:00,20,30.0,1001.0,5.81,0,0,103.0
2010-07-04 10:00:00,20,30.0,1001.0,7.6,0,0,100.0
2010-07-04 11:00:00,22,29.0,1001.0,0.89,0,1,78.0
2010-07-04 12:00:00,19,33.0,1000.0,1.78,0,0,77.0
2010-07-04 13:00:00,14,37.0,1000.0,3.13,0,0,58.0
2010-07-04 14:00:00,15,37.0,999.0,6.26,0,0,47.0
2010-07-04 15:00:00,14,38.0,998.0,3.13,0,0,43.0
2010-07-04 16:00:00,18,37.0,998.0,5.81,0,0,66.0
2010-07-04 17:00:00,17,37.0,998.0,10.73,0,0,56.0
2010-07-04 18:00:00,16,36.0,997.0,15.65,0,0,51.0
2010-07-04 19:00:00,18,34.0,998.0,18.78,0,0,60.0
2010-07-04 20:00:00,19,31.0,998.0,21.91,0,0,61.0
2010-07-04 21:00:00,20,30.0,999.0,23.7,0,0,66.0
2010-07-04 22:00:00,20,29.0,1000.0,25.49,0,0,77.0
2010-07-04 23:00:00,20,29.0,1000.0,27.28,0,0,87.0
2010-07-05 00:00:00,20,27.0,1000.0,0.89,0,0,105.0
2010-07-05 01:00:00,20,26.0,1001.0,1.78,0,0,117.0
2010-07-05 02:00:00,21,25.0,1001.0,0.89,0,0,122.0
2010-07-05 03:00:00,21,24.0,1001.0,0.89,0,0,132.0
2010-07-05 04:00:00,20,24.0,1001.0,2.68,0,0,114.0
2010-07-05 05:00:00,19,23.0,1002.0,5.81,0,0,104.0
2010-07-05 06:00:00,20,24.0,1002.0,9.83,0,0,78.0
2010-07-05 07:00:00,15,28.0,1002.0,12.96,0,0,59.0
2010-07-05 08:00:00,13,31.0,1003.0,16.98,0,0,35.0
2010-07-05 09:00:00,11,33.0,1002.0,21.0,0,0,31.0
2010-07-05 10:00:00,11,35.0,1001.0,22.79,0,0,15.0
2010-07-05 11:00:00,9,38.0,1001.0,1.79,0,0,15.0
2010-07-05 12:00:00,7,39.0,1000.0,3.13,0,0,13.0
2010-07-05 13:00:00,7,40.0,999.0,8.05,0,0,11.0
2010-07-05 14:00:00,6,40.0,998.0,12.07,0,0,8.0
2010-07-05 15:00:00,5,41.0,998.0,20.12,0,0,10.0
2010-07-05 16:00:00,5,41.0,997.0,28.17,0,0,13.0
2010-07-05 17:00:00,5,41.0,997.0,33.09,0,0,12.0
2010-07-05 18:00:00,4,40.0,997.0,34.88,0,0,9.0
2010-07-05 19:00:00,9,36.0,997.0,38.01,0,0,21.0
